,Gene,log2FoldChange,pvalue,padj
583,KCNJ9,0.7358,0.02904,0.8067
584,CENPL,-0.3831,0.02874,0.8067
585,KIF14,-0.6281,0.0329,0.8067
586,EIF2D,-0.4348,0.02953,0.8067
587,CAPN2,-0.3726,0.02973,0.8067
588,RGR,0.8449,0.03118,0.8067
589,EFCAB4A,-0.6655,0.03031,0.8067
590,TPP1,-0.3513,0.03121,0.8067
591,MICAL2,-0.85,0.02966,0.8067
592,C11orf94,0.8245,0.03271,0.8067
593,NADSYN1,-0.3401,0.03253,0.8067
594,FOXM1,-0.5518,0.02937,0.8067
595,SLC38A1,0.3146,0.03036,0.8067
596,ANKS1B,0.6226,0.03231,0.8067
597,GJB6,-0.7271,0.03074,0.8067
598,ANG,-0.7201,0.02984,0.8067
599,DLGAP5,-0.6065,0.03271,0.8067
600,FAM161B,0.3957,0.02968,0.8067
601,SERPINA5,-0.831,0.03008,0.8067
602,RASGRP1,-0.4108,0.02946,0.8067
603,THBS1,-0.85,0.0302,0.8067
604,ST8SIA2,0.4492,0.03147,0.8067
605,RPS2,-0.4238,0.03074,0.8067
606,ITPRIPL2,-0.854,0.02869,0.8067
607,NFATC3,-0.4057,0.02928,0.8067
608,PLD2,-0.669,0.03252,0.8067
609,SMCR7,0.3445,0.02996,0.8067
610,SMARCD2,-0.6611,0.03159,0.8067
611,TUBB6,-0.7194,0.0311,0.8067
612,DSG2,-0.6812,0.03226,0.8067
613,ACAA2,-0.446,0.0318,0.8067
614,GADD45B,-0.8334,0.0328,0.8067
615,CELF5,0.4393,0.03193,0.8067
616,TMEM221,-0.7671,0.03202,0.8067
617,WDR62,-0.5769,0.02965,0.8067
618,ZNF570,0.2708,0.02949,0.8067
619,SPRED3,0.6054,0.03154,0.8067
620,RPL13A,-0.6422,0.03157,0.8067
621,BCL2L12,-0.4817,0.02883,0.8067
622,CENPA,-0.6156,0.03213,0.8067
623,MTHFD2,-0.7685,0.03077,0.8067
624,FAM176A,-0.8313,0.03045,0.8067
625,GCFC2,-0.344,0.02982,0.8067
626,CAPG,-0.8383,0.0296,0.8067
627,EDAR,-0.846,0.03099,0.8067
628,BUB1,-0.5945,0.02946,0.8067
629,ZRANB3,-0.5034,0.03047,0.8067
630,SLC4A10,0.725,0.03287,0.8067
631,WIPF1,-0.555,0.02846,0.8067
632,CCDC141,-0.8347,0.02951,0.8067
633,CCDC150,-0.5535,0.03183,0.8067
634,ASXL1,-0.4027,0.03086,0.8067
635,SS18L1,0.3675,0.03085,0.8067
636,C22orf29,0.2474,0.03243,0.8067
637,SMCR7L,0.1929,0.03016,0.8067
638,GRIP2,0.8047,0.03072,0.8067
639,GPR62,0.808,0.03283,0.8067
640,MITF,-0.7604,0.03019,0.8067
641,FDCSP,-0.8326,0.03137,0.8067
642,ANXA2P1,-0.6149,0.0322,0.8067
643,LHFPL2,-0.7202,0.03111,0.8067
644,ERAP1,-0.4938,0.03164,0.8067
645,MXD3,-0.6781,0.02998,0.8067
646,TEAD3,-0.7435,0.02893,0.8067
647,SP4,0.3326,0.03284,0.8067
648,TRIL,-0.7788,0.0308,0.8067
649,STK17A,-0.3401,0.02899,0.8067
650,RARRES2,-0.844,0.02997,0.8067
651,CHMP7,0.283,0.03105,0.8067
652,ZNF703,-0.6856,0.03162,0.8067
653,ST18,0.5283,0.03123,0.8067
654,LOC100132891,-0.7824,0.03111,0.8067
655,C8orf84,-0.7652,0.03183,0.8067
656,ZFHX4,0.4288,0.03044,0.8067
657,GDF6,-0.8041,0.03241,0.8067
658,RANBP6,0.3012,0.03171,0.8067
659,FAM189A2,-0.8114,0.0328,0.8067
660,TNC,-0.8197,0.03225,0.8067
661,ZBTB6,0.3295,0.02968,0.8067
662,RPL12,-0.5342,0.02943,0.8067
663,GBGT1,-0.8343,0.03067,0.8067
664,ARHGAP6,-0.8167,0.03244,0.8067
665,SHROOM4,-0.645,0.03263,0.8067
666,HDX,0.4208,0.03269,0.8067
667,COL4A5,-0.7708,0.03259,0.8067
668,GAB3,-0.7788,0.03107,0.8067
669,B3GALNT2,-0.5213,0.03322,0.809
670,ZNF142,0.2381,0.03314,0.809
671,HEXB,-0.4081,0.03323,0.809
672,PPP1R3G,-0.8344,0.03314,0.809
673,MDFIC,-0.6575,0.03324,0.809
674,RXFP3,0.832,0.03336,0.8098
675,PTTG3P,-0.6051,0.03333,0.8098
676,C1orf133,-0.7152,0.03375,0.8176
677,TP53I13,-0.422,0.03379,0.8176
678,SLC44A3,-0.7081,0.03438,0.8264
679,C1orf115,-0.6315,0.03446,0.8264
680,ANO4,-0.7486,0.03437,0.8264
681,FNIP2,0.2913,0.03444,0.8264
682,CRHBP,-0.8231,0.03437,0.8264
683,KIAA0368,-0.3228,0.0344,0.8264
684,PLCE1,-0.7467,0.03491,0.8277
685,PARPBP,-0.5436,0.0348,0.8277
686,FRMD6,-0.7527,0.03488,0.8277
687,LIN7B,0.5171,0.03464,0.8277
688,COL4A3BP,-0.5851,0.03462,0.8277
689,SCML4,0.7487,0.03473,0.8277
690,ZNF815,0.3814,0.03489,0.8277
691,DIRAS2,0.4271,0.03474,0.8277
692,SULT1A1,-0.7929,0.03504,0.8292
693,ADAMTS9-AS2,-0.7074,0.03508,0.8292
694,CHTOP,0.2474,0.03521,0.8311
695,DKK2,-0.8042,0.03534,0.8331
696,HIST1H1D,-0.8219,0.03541,0.8335
697,CDK1,-0.5524,0.03609,0.8345
698,SHISA2,-0.8216,0.03606,0.8345
699,GJD2,0.6358,0.03608,0.8345
700,CCNB2,-0.6054,0.0358,0.8345
701,OMG,0.805,0.03565,0.8345
702,MYL4,-0.7755,0.03625,0.8345
703,LOC100131096,-0.7581,0.03632,0.8345
704,HSPB6,-0.8208,0.03557,0.8345
705,STEAP3,-0.5503,0.0359,0.8345
706,OSGEPL1,0.2775,0.03631,0.8345
707,APOL4,-0.8187,0.03588,0.8345
708,BAP1,0.1786,0.03614,0.8345
709,PHLDB2,-0.8077,0.03626,0.8345
710,NAP1L5,0.4839,0.03554,0.8345
711,CFI,-0.7104,0.0361,0.8345
712,SORBS3,-0.6631,0.03587,0.8345
713,TOP1MT,-0.4407,0.03585,0.8345
714,OPLAH,-0.4763,0.03653,0.8383
715,ASAP3,-0.2714,0.03787,0.8394
716,TSG101,0.2283,0.03752,0.8394
717,CPT1A,-0.3581,0.0378,0.8394
718,GALNT6,-0.7937,0.03784,0.8394
719,KCNK10,0.5243,0.03782,0.8394
720,ISL2,0.8166,0.03724,0.8394
721,GOLGA6L10,0.8026,0.03693,0.8394
722,TMEM100,-0.8097,0.03759,0.8394
723,TBC1D16,0.2885,0.03692,0.8394
724,JUNB,-0.5495,0.03735,0.8394
725,ZNF614,0.2666,0.03762,0.8394
726,ZNF600,-0.742,0.0372,0.8394
727,TCF7L1,-0.5031,0.03767,0.8394
728,ACOX2,-0.7993,0.03678,0.8394
729,FAM107A,0.8057,0.03704,0.8394
730,FGFBP2,-0.7944,0.03791,0.8394
731,LOC644100,0.8085,0.03748,0.8394
732,CPEB4,0.477,0.03704,0.8394
733,GUCA1A,0.4614,0.03744,0.8394
734,CALD1,-0.7359,0.03704,0.8394
735,EPHB6,0.6366,0.03748,0.8394
736,PENK,-0.8034,0.03669,0.8394
737,TMEM74,0.5734,0.03704,0.8394
738,RPS6,-0.5392,0.03785,0.8394
739,OLFML2A,-0.6171,0.03745,0.8394
740,PLP2,-0.6977,0.03664,0.8394
741,VASH1,0.3249,0.03799,0.8399
742,GRIP1,0.4312,0.03808,0.8408
743,PDE1A,0.6831,0.03824,0.8421
744,PKD2,-0.5166,0.03824,0.8421
745,C14orf39,-0.7682,0.03839,0.8434
746,SCPEP1,-0.6581,0.0384,0.8434
747,CTNNA3,-0.8021,0.03904,0.8447
748,LTBP3,-0.6738,0.03908,0.8447
749,TRAFD1,0.1378,0.0388,0.8447
750,HAUS4,-0.5229,0.03918,0.8447
751,ADSSL1,-0.5,0.03864,0.8447
752,ZKSCAN2,0.3948,0.03912,0.8447
753,SLC39A3,0.3176,0.03887,0.8447
754,NTF4,-0.8096,0.03852,0.8447
755,MORC2,0.1997,0.03885,0.8447
756,GNL1,0.262,0.03901,0.8447
757,ANKS1A,0.4512,0.03879,0.8447
758,BMP1,-0.4547,0.03914,0.8447
759,TCEAL8,-0.6073,0.03858,0.8447
760,MBNL3,-0.7198,0.03893,0.8447
761,RND1,0.5434,0.0393,0.8462
762,DNAJC3,-0.3772,0.03952,0.8475
763,TMEM121,0.7264,0.03957,0.8475
764,CHEK2,-0.5046,0.03945,0.8475
765,PALLD,-0.4758,0.03954,0.8475
766,SPOCD1,-0.7888,0.03989,0.8487
767,NCDN,0.3799,0.03986,0.8487
768,CHD1L,-0.3283,0.03979,0.8487
769,RPP25,0.6103,0.03981,0.8487
770,IMPA2,-0.5937,0.03978,0.8487
771,CHRNB2,0.6312,0.04002,0.8493
772,LAYN,-0.8004,0.04001,0.8493
773,PKNOX2,0.4366,0.04012,0.8503
774,ANXA2,-0.6618,0.04034,0.852
775,VGLL3,-0.7837,0.04032,0.852
776,RASL11B,-0.7901,0.04035,0.852
777,C3orf58,-0.5738,0.04046,0.8531
778,HIRIP3,0.2689,0.04051,0.8532
779,ZNF696,0.2746,0.04063,0.8546
780,DDX12P,-0.7561,0.04101,0.8551
781,TANC1,-0.7275,0.04096,0.8551
782,CDH10,0.3894,0.04102,0.8551
783,VCAN,-0.4669,0.04076,0.8551
784,GBX1,0.7181,0.04088,0.8551
785,REEP4,-0.3465,0.041,0.8551
786,TLN1,-0.6431,0.04087,0.8551
787,EDN2,-0.7986,0.04174,0.8574
788,PHGDH,-0.4932,0.04293,0.8574
789,ANXA2P3,-0.7386,0.04313,0.8574
790,LHPP,-0.4524,0.04249,0.8574
791,KIF18A,-0.5252,0.04324,0.8574
792,GRM5,0.5472,0.04268,0.8574
793,DNAJC22,-0.646,0.04369,0.8574
794,FARP1,-0.5856,0.04368,0.8574
795,MCF2L-AS1,0.5195,0.04168,0.8574
796,SERPINA3,-0.7546,0.0433,0.8574
797,C16orf45,0.2803,0.04195,0.8574
798,LOC100130950,0.5784,0.04312,0.8574
799,PIP4K2B,0.2446,0.04368,0.8574
800,STAT5A,-0.7565,0.04171,0.8574
801,GALR2,0.7862,0.04364,0.8574
802,CNN2,-0.5208,0.04321,0.8574
803,ATCAY,0.4928,0.04344,0.8574
804,STX10,-0.3474,0.04136,0.8574
805,CADM4,0.3511,0.04276,0.8574
806,ZNF223,0.3136,0.04301,0.8574
807,PDIA6,-0.3382,0.04126,0.8574
808,OTX1,0.7274,0.04216,0.8574
809,MLK7-AS1,-0.7914,0.04359,0.8574
810,CASP10,-0.7778,0.0433,0.8574
811,MAP2,0.4385,0.04284,0.8574
812,CYP27A1,-0.5402,0.04177,0.8574
813,PLK1S1,0.5187,0.04215,0.8574
814,THBD,-0.7983,0.04134,0.8574
815,TTC38,-0.5167,0.04163,0.8574
816,FBLN2,-0.7941,0.04278,0.8574
817,TBC1D5,-0.2242,0.04226,0.8574
818,ECT2,-0.4388,0.04227,0.8574
819,CLCN2,0.4417,0.04307,0.8574
820,CEP135,-0.4764,0.04351,0.8574
821,PSD2,0.4552,0.04172,0.8574
822,PCDHA6,0.7911,0.04351,0.8574
823,MSH5-SAPCD1,-0.7851,0.04365,0.8574
824,STK38,-0.4067,0.04325,0.8574
825,LRRC73,0.3731,0.04346,0.8574
826,CD2AP,-0.4462,0.04149,0.8574
827,HDDC2,-0.2892,0.04263,0.8574
828,MTHFD1L,-0.3977,0.04341,0.8574
829,C1GALT1,-0.405,0.04295,0.8574
830,PION,-0.6404,0.04206,0.8574
831,RELN,-0.6005,0.0436,0.8574
832,ELP3,0.2685,0.04218,0.8574
833,GNA14,-0.7601,0.04162,0.8574
834,CCNB3,0.63,0.04325,0.8574
835,DIAPH2,-0.6971,0.04261,0.8574
836,NDST4,0.5745,0.04382,0.8588
837,MARC2,-0.546,0.04404,0.8596
838,LMO7,-0.6697,0.04408,0.8596
839,LOC285375,0.7772,0.04405,0.8596
840,SPARCL1,-0.6887,0.04412,0.8596
841,LOC100288181,0.7611,0.04412,0.8596
842,KLF16,-0.422,0.04448,0.862
843,FBXO17,-0.6395,0.04434,0.862
844,SERTAD3,-0.4828,0.0445,0.862
845,TMEM37,-0.7624,0.04438,0.862
846,APOBEC3C,-0.7661,0.04442,0.862
847,KCNH1,0.6478,0.04464,0.8622
848,KIAA0513,0.4311,0.04465,0.8622
849,BRD3,0.2159,0.04467,0.8622
850,KIAA1826,0.2806,0.04489,0.8624
851,KBTBD3,0.3861,0.04477,0.8624
852,SYNJ1,0.3608,0.04482,0.8624
853,ABCB4,-0.7536,0.04486,0.8624
854,DNASE1,0.2737,0.04501,0.8628
855,RPL22L1,-0.6454,0.04502,0.8628
856,CAB39L,0.3058,0.0452,0.8642
857,NTAN1,-0.2426,0.04516,0.8642
858,SIPA1L2,0.3619,0.04526,0.8645
859,COL5A3,-0.7804,0.04534,0.8649
860,CENPF,-0.5866,0.04539,0.865
861,GSTP1,-0.3935,0.04557,0.8663
862,PKNOX1,0.2679,0.04562,0.8663
863,LFNG,0.5758,0.04562,0.8663
864,WASH7P,-0.753,0.04587,0.8665
865,RAB7L1,-0.5552,0.04587,0.8665
866,CRNDE,-0.7211,0.04593,0.8665
867,JOSD2,-0.6383,0.04589,0.8665
868,PABPC1L,-0.6857,0.046,0.8665
869,BHMT,-0.7718,0.046,0.8665
870,C5orf54,0.4492,0.04573,0.8665
871,SMAD5,-0.3259,0.04607,0.8667
872,ATP8B5P,0.5793,0.04613,0.8669
873,SLC22A3,-0.7691,0.04643,0.8706
874,PNPLA8,0.3062,0.04642,0.8706
875,TM9SF4,-0.4857,0.0465,0.8706
876,GM2A,-0.405,0.04654,0.8706
877,FAM19A2,0.6664,0.04666,0.8709
878,SLITRK1,0.4786,0.04662,0.8709
879,QSOX1,-0.4608,0.0469,0.8717
880,ZNF23,0.2919,0.04695,0.8717
881,ZNF540,0.5405,0.04697,0.8717
882,RGS7BP,0.682,0.04676,0.8717
883,ZNF510,0.3193,0.04693,0.8717
884,DLEU1,-0.449,0.04714,0.8738
885,CD55,-0.483,0.04758,0.8741
886,C11orf9,-0.5429,0.04748,0.8741
887,MIS18BP1,-0.5748,0.04741,0.8741
888,LMAN1,-0.4876,0.04737,0.8741
889,FAM175A,-0.5632,0.04746,0.8741
890,PCDHGA1,0.7589,0.04748,0.8741
891,EIF4E1B,0.7455,0.04753,0.8741
892,IL1RAPL2,-0.7765,0.04751,0.8741
893,RHOJ,-0.7752,0.04766,0.8746
894,RECK,-0.6658,0.04785,0.8771
895,SHC1,-0.6608,0.04814,0.8813
896,KIRREL3,-0.5831,0.0483,0.8813
897,TNNT1,-0.6354,0.0482,0.8813
898,PLCD1,-0.3664,0.0483,0.8813
899,NKD2,-0.7738,0.04835,0.8813
900,NYX,0.7741,0.04843,0.8818
901,SNAP23,-0.686,0.0487,0.8838
902,ANO10,-0.4027,0.04868,0.8838
903,HLA-E,-0.5518,0.0487,0.8838
904,VCL,-0.5975,0.04894,0.8853
905,KIAA1737,0.2451,0.04894,0.8853
906,SOCS1,-0.7613,0.049,0.8853
907,ANGPTL4,-0.758,0.04887,0.8853
908,CKAP2L,-0.5157,0.04906,0.8853
909,CITED2,0.4615,0.04911,0.8853
910,OPTC,-0.7435,0.04947,0.8855
911,SHANK2,0.5081,0.04943,0.8855
912,GMDS,-0.6298,0.0495,0.8855
913,RAPGEF5,0.5765,0.04921,0.8855
914,FAM131B,0.4846,0.04924,0.8855
915,CPNE3,-0.3874,0.0494,0.8855
916,SMS,-0.6124,0.04937,0.8855
917,KIRREL,-0.5864,0.04968,0.8876
918,PRSS23,-0.5066,0.04972,0.8876
919,SCN2A,0.5012,0.04983,0.8886
920,AGPAT9,-0.7684,0.04997,0.8901
921,MPEG1,0.7584,0.05005,0.8906
922,GGTA1P,-0.7608,0.05011,0.8907
923,PPAPDC3,0.4463,0.05036,0.8941
924,PMEPA1,-0.5322,0.05051,0.8958
925,PNPLA2,-0.3364,0.05059,0.8963
926,LRRN2,0.5927,0.05129,0.8965
927,PTPN14,-0.6542,0.05123,0.8965
928,AIDA,-0.3057,0.05156,0.8965
929,ANK3,0.4551,0.05196,0.8965
930,CCDC65,0.5331,0.05083,0.8965
931,GLI1,-0.7617,0.05213,0.8965
932,CIT,-0.4007,0.05176,0.8965
933,TPTE2P1,0.6907,0.05213,0.8965
934,INSM2,-0.7633,0.05121,0.8965
935,SCG3,0.4886,0.05143,0.8965
936,SHCBP1,-0.6266,0.05211,0.8965
937,CAPS,0.5932,0.05213,0.8965
938,SP140L,-0.7479,0.05115,0.8965
939,TCF15,-0.7576,0.05177,0.8965
940,OSBPL2,0.1468,0.05205,0.8965
941,LNP1,0.3787,0.05176,0.8965
942,PLSCR1,-0.7046,0.05125,0.8965
943,ATP13A4,-0.7064,0.05188,0.8965
944,FAM43A,-0.6577,0.05143,0.8965
945,OSTC,-0.4436,0.05156,0.8965
946,GDF9,0.6908,0.051,0.8965
947,SLC29A1,-0.5157,0.0515,0.8965
948,MAN1A1,-0.5265,0.05073,0.8965
949,MOXD1,-0.6528,0.05073,0.8965
950,SNX9,-0.363,0.05181,0.8965
951,SCARA3,-0.6968,0.05128,0.8965
952,PDP1,0.2692,0.05201,0.8965
953,HTR2C,0.7538,0.05132,0.8965
954,PLOD1,-0.729,0.05289,0.8983
955,CERS5,-0.2708,0.0523,0.8983
956,PPP1R1A,0.6009,0.05259,0.8983
957,PYGL,-0.7147,0.0528,0.8983
958,NOXO1,0.5121,0.05277,0.8983
959,ARHGAP10,-0.7218,0.05276,0.8983
960,MAN2A1,-0.4981,0.05255,0.8983
961,FUT9,0.6189,0.05247,0.8983
962,OLIG3,0.7591,0.05289,0.8983
963,LRRC17,-0.7554,0.05285,0.8983
964,ANGPT2,-0.6004,0.05259,0.8983
965,SLC45A4,-0.3931,0.05244,0.8983
966,DENND2C,-0.7128,0.05304,0.8989
967,MEST,-0.5266,0.05303,0.8989
968,NECAP1,0.3781,0.05377,0.9002
969,GPR19,0.3721,0.05358,0.9002
970,CASC5,-0.6111,0.05361,0.9002
971,SLC2A4,-0.709,0.05326,0.9002
972,LOC284023,0.2798,0.05377,0.9002
973,CDK5R1,0.5188,0.05369,0.9002
974,GDPD1,0.374,0.05366,0.9002
975,BCL2,0.4729,0.05345,0.9002
976,NKPD1,0.7002,0.05347,0.9002
977,ALDH16A1,-0.543,0.0535,0.9002
978,DCTD,-0.399,0.05354,0.9002
979,TCEAL2,0.4799,0.05352,0.9002
980,LOC100505761,0.477,0.05405,0.9039
981,GEM,-0.5306,0.05419,0.9053
982,PDE3A,-0.6336,0.05444,0.907
983,CDH9,0.6525,0.05446,0.907
984,PRPF4,0.1838,0.05446,0.907
985,FAH,-0.4318,0.05466,0.9095
986,ADCY5,0.484,0.05474,0.9099
987,ATG16L1,0.2202,0.05482,0.9103
988,SLC25A44,0.2383,0.0553,0.9111
989,MIR630,0.7042,0.05511,0.9111
990,FSTL1,-0.7192,0.0551,0.9111
991,LOC729506,0.7438,0.05518,0.9111
992,SPINK5,-0.7337,0.0552,0.9111
993,LOC100287846,0.7277,0.05531,0.9111
994,TRIM14,-0.5974,0.05531,0.9111
995,PHF19,-0.5262,0.05501,0.9111
996,RASSF8,-0.5833,0.05541,0.9118
997,BK250D10.8,0.3937,0.05558,0.9136
998,BMP8A,-0.7009,0.05622,0.9151
999,PGAP2,-0.3165,0.05633,0.9151
1000,SWAP70,-0.4554,0.0566,0.9151
1001,ADAMTS15,-0.6933,0.05643,0.9151
1002,ZNF764,0.3128,0.0558,0.9151
1003,ZNF232,0.2936,0.05621,0.9151
1004,KIF19,0.5423,0.05632,0.9151
1005,DAPK3,0.1446,0.05616,0.9151
1006,RAB11FIP5,-0.5362,0.05662,0.9151
1007,PIGT,-0.211,0.05644,0.9151
1008,APOL3,-0.7264,0.05642,0.9151
1009,EDEM1,-0.4362,0.05601,0.9151
1010,FAM19A1,0.7263,0.05646,0.9151
1011,CHST2,-0.7082,0.05652,0.9151
1012,PCDHB6,0.7317,0.05617,0.9151
1013,STL,-0.5892,0.05589,0.9151
1014,COL27A1,-0.6396,0.05586,0.9151
1015,KBTBD6,0.2566,0.05675,0.9163
1016,MTRF1L,0.3595,0.05681,0.9165
1017,MTMR11,-0.7208,0.05693,0.9174
1018,HEPHL1,-0.7323,0.05731,0.9174
1019,ORAI1,-0.5665,0.05732,0.9174
1020,ZCCHC14,0.2114,0.05708,0.9174
1021,PROS1,-0.5312,0.05722,0.9174
1022,SPRY1,-0.6335,0.05712,0.9174
1023,GNE,0.2803,0.05701,0.9174
1024,COL4A6,-0.6533,0.05724,0.9174
1025,NFIC,-0.6436,0.05747,0.9176
1026,ZNF791,0.2921,0.05742,0.9176
1027,SNORA51,-0.7026,0.0575,0.9176
1028,MYOZ3,-0.6044,0.05764,0.918
1029,POLA1,-0.5954,0.05762,0.918
1030,HADHA,-0.3,0.05792,0.9207
1031,DOCK3,0.4706,0.05788,0.9207
1032,LMO3,0.5316,0.05797,0.9207
1033,NACAD,0.4385,0.05805,0.9211
1034,CCNB1,-0.5201,0.05812,0.9213
1035,SERPIND1,-0.734,0.05823,0.9221
1036,STK24,-0.2142,0.05842,0.9242
1037,PHF13,-0.298,0.06011,0.9248
1038,H6PD,-0.6251,0.05921,0.9248
1039,NBPF3,-0.3613,0.06067,0.9248
1040,CITED4,0.5124,0.05994,0.9248
1041,KIAA0494,-0.2546,0.06016,0.9248
1042,CYP2J2,-0.7292,0.0595,0.9248
1043,CCDC18,-0.3993,0.0611,0.9248
1044,DPYD,-0.6279,0.05986,0.9248
1045,ZNF124,0.4382,0.06107,0.9248
1046,NUDT9P1,-0.736,0.06061,0.9248
1047,NOLC1,0.1861,0.06088,0.9248
1048,TMEM151A,0.6092,0.05888,0.9248
1049,LOC283440,0.7396,0.05886,0.9248
1050,ANKRD13A,-0.2697,0.05956,0.9248
1051,ANGEL1,0.4337,0.05894,0.9248
1052,GOLGA8A,-0.5509,0.05949,0.9248
1053,CEP152,-0.5326,0.06011,0.9248
1054,CSK,0.1848,0.06088,0.9248
1055,NARFL,0.1938,0.05898,0.9248
1056,CLEC19A,-0.6688,0.05939,0.9248
1057,LPCAT2,-0.6738,0.0593,0.9248
1058,PRSS54,-0.6714,0.06105,0.9248
1059,CDRT15P1,-0.7006,0.06078,0.9248
1060,USP22,0.2237,0.06035,0.9248
1061,GFAP,-0.714,0.0604,0.9248
1062,TWSG1,-0.4535,0.06073,0.9248
1063,FAHD2B,-0.458,0.05948,0.9248
1064,STAC,-0.42,0.0604,0.9248
1065,POC1A,-0.4775,0.06046,0.9248
1066,PLCXD2,0.4898,0.05945,0.9248
1067,PLXND1,-0.6599,0.05919,0.9248
1068,CCNA2,-0.5693,0.06073,0.9248
1069,LOC728613,0.6618,0.06083,0.9248
1070,CMBL,-0.3903,0.06015,0.9248
1071,CDH6,-0.4624,0.05947,0.9248
1072,KIF3A,0.3681,0.05868,0.9248
1073,SEPT8,-0.3378,0.05929,0.9248
1074,CYSTM1,-0.2853,0.05914,0.9248
1075,PCDHB8,0.7297,0.06054,0.9248
1076,NPM1,-0.4934,0.06014,0.9248
1077,NKX2-5,-0.6424,0.06051,0.9248
1078,KLHL31,-0.6516,0.0607,0.9248
1079,TTK,-0.5141,0.06104,0.9248
1080,FUCA2,-0.3714,0.05959,0.9248
1081,ADAM22,0.2472,0.06023,0.9248
1082,TMEM176B,-0.7388,0.05944,0.9248
1083,PEBP4,0.7109,0.06087,0.9248
1084,TAS1R3,0.5557,0.06516,0.9251
1085,LOC388588,-0.626,0.06494,0.9251
1086,AGBL4,0.6518,0.06785,0.9251
1087,LMO4,-0.4769,0.0639,0.9251
1088,SLC25A24,-0.592,0.06454,0.9251
1089,PSRC1,-0.5136,0.06296,0.9251
1090,MOV10,-0.5781,0.06249,0.9251
1091,NBPF16,-0.6464,0.06794,0.9251
1092,NR1I3,0.644,0.06458,0.9251
1093,MYOC,0.6636,0.06405,0.9251
1094,LEMD1,0.4305,0.06631,0.9251
1095,NEK2,-0.6711,0.06807,0.9251
1096,MAP1LC3C,-0.706,0.06706,0.9251
1097,ITGB1,-0.4866,0.06647,0.9251
1098,ZNF25,0.2887,0.06377,0.9251
1099,REEP3,-0.4063,0.06811,0.9251
1100,LOC100288974,-0.7105,0.06576,0.9251
1101,ANXA11,-0.7142,0.0656,0.9251
1102,BLNK,-0.7268,0.063,0.9251
1103,PKD2L1,0.6622,0.06545,0.9251
1104,C10orf82,0.5933,0.0636,0.9251
1105,ZRANB1,0.277,0.06565,0.9251
1106,RHOG,-0.4954,0.06342,0.9251
1107,C12orf60,0.5324,0.06702,0.9251
1108,FMNL3,-0.4149,0.067,0.9251
1109,LOC100507250,0.5542,0.06792,0.9251
1110,PPFIA2,0.4545,0.0657,0.9251
1111,BTG1,0.3694,0.06776,0.9251
1112,ACTR6,0.2759,0.06305,0.9251
1113,ELF1,-0.4009,0.06604,0.9251
1114,ABCC4,-0.6553,0.06527,0.9251
1115,MBNL2,-0.3685,0.06499,0.9251
1116,GRTP1,-0.4961,0.06196,0.9251
1117,NKX2-1,0.7098,0.06567,0.9251
1118,FBLN5,-0.6834,0.06507,0.9251
1119,SLC24A4,0.7237,0.06347,0.9251
1120,RIN3,-0.7138,0.06356,0.9251
1121,GSC,-0.677,0.06558,0.9251
1122,WHAMMP3,-0.6576,0.06473,0.9251
1123,SHC4,0.5361,0.06739,0.9251
1124,FLJ10038,0.3791,0.06352,0.9251
1125,PPIB,-0.3257,0.06689,0.9251
1126,SKOR1,0.7045,0.06272,0.9251
1127,SEC11A,-0.3392,0.06784,0.9251
1128,MESP2,-0.6863,0.06485,0.9251
1129,TTC23,-0.3564,0.06667,0.9251
1130,IRX5,-0.7205,0.06582,0.9251
1131,PARD6A,0.4626,0.06806,0.9251
1132,LOC100506083,0.4945,0.06473,0.9251
1133,AP1G1,0.1424,0.06301,0.9251
1134,SLC43A2,0.3494,0.06221,0.9251
1135,CALCOCO2,-0.3496,0.06389,0.9251
1136,SEPT9,-0.4146,0.06707,0.9251
1137,NARF,0.2003,0.06722,0.9251
1138,SLC14A2,0.7223,0.0623,0.9251
1139,SGTA,0.2295,0.06681,0.9251
1140,STAP2,-0.4388,0.06778,0.9251
1141,CACNA1A,0.6005,0.0633,0.9251
1142,PBX4,-0.5926,0.06672,0.9251
1143,ZNF30,0.2213,0.06755,0.9251
1144,SAMD4B,-0.1824,0.06461,0.9251
1145,TGFB1,-0.6255,0.06443,0.9251
1146,SLC8A2,0.5135,0.06325,0.9251
1147,FLT3LG,-0.692,0.0649,0.9251
1148,TMEM214,-0.496,0.06786,0.9251
1149,PLB1,-0.7173,0.06319,0.9251
1150,EML4,-0.4048,0.06662,0.9251
1151,TEKT4,0.701,0.06517,0.9251
1152,FAHD2A,-0.2582,0.06363,0.9251
1153,LIMS1,-0.5014,0.06794,0.9251
1154,POTEF,-0.7024,0.06758,0.9251
1155,NCKAP5,-0.3493,0.06549,0.9251
1156,SERPINE2,-0.3999,0.06232,0.9251
1157,NYAP2,0.6993,0.06519,0.9251
1158,ZNF217,-0.5587,0.06492,0.9251
1159,CBLN4,0.5841,0.06282,0.9251
1160,USP25,-0.3405,0.06659,0.9251
1161,LHFPL4,0.5292,0.06225,0.9251
1162,VGLL4,-0.3355,0.06504,0.9251
1163,RBMS3,-0.6397,0.06258,0.9251
1164,ZNF167,0.4354,0.06685,0.9251
1165,SEMA3B,-0.6083,0.0665,0.9251
1166,ROBO2,0.3634,0.06146,0.9251
1167,NIT2,-0.5819,0.06183,0.9251
1168,ABI3BP,-0.7291,0.06193,0.9251
1169,DZIP3,0.3206,0.06691,0.9251
